Shock_Industry,Shock_Country,Shock_Output_EUR,abs_AT_EUR,abs_BE_EUR,abs_BG_EUR,abs_CY_EUR,abs_CZ_EUR,abs_DE_EUR,abs_DK_EUR,abs_EE_EUR,abs_ES_EUR,abs_FI_EUR,abs_FR_EUR,abs_GR_EUR,abs_HR_EUR,abs_HU_EUR,abs_IE_EUR,abs_IT_EUR,abs_LT_EUR,abs_LU_EUR,abs_LV_EUR,abs_MT_EUR,abs_NL_EUR,abs_PL_EUR,abs_PT_EUR,abs_RO_EUR,abs_SE_EUR,abs_SI_EUR,abs_SK_EUR,abs_GB_EUR,abs_US_EUR,abs_JP_EUR,abs_CN_EUR,abs_CA_EUR,abs_KR_EUR,abs_BR_EUR,abs_IN_EUR,abs_MX_EUR,abs_RU_EUR,abs_AU_EUR,abs_CH_EUR,abs_TR_EUR,abs_TW_EUR,abs_NO_EUR,abs_ID_EUR,abs_ZA_EUR,abs_WA_EUR,abs_WL_EUR,abs_WE_EUR,abs_WF_EUR,abs_WM_EUR
Aluminium and aluminium products,AT,5941.34155147,-81.81920676564144,-0.4922190236959329,-0.6034340223005861,-0.08949367835357247,-4.25632361181791,-4.318133076675532,-0.43395436342653143,-0.051814385956039724,-0.08294617679087489,-0.07993497799964541,-0.21494261396002037,-0.11018527086157377,-0.4577843633676193,-15.739537075684527,-0.13053689223229412,-0.06320344428098727,-0.13019429474582978,-0.2781666545889175,-0.10115074975505794,-0.1037668572378938,-0.4002648169419047,-0.3914329384462215,-0.047439793070438115,-0.11573637214082773,-0.05771456554847071,-10.609489474484715,-0.19450553115678304,-0.3151894875395053,-0.006346498399068624,-0.008298224375802871,-0.018718420197294222,-0.014869233280043305,-0.026008615781359417,-0.013526823387945832,-0.006931680237623931,-0.006670121289531416,-0.0010467872432448184,-0.02194208371097391,-2.7770743431492533,-0.19573912881798386,-0.04248542547183811,-0.09610796410088071,-0.0318294975421436,-0.008292368999124493,-0.012539230381738951,-0.013535534417243984,-0.2153193429986763,-0.006837929018291186,-0.010015818642204645
Aluminium and aluminium products,AU,10788.8621591,-0.023689315926934816,-0.01708055493989498,-0.010842227930142818,-0.017450261656761893,-0.01314669506555403,-0.031022093784706408,-0.01579708229182965,-0.00739018726345682,-0.014184916022780469,-0.022397121501867883,-0.010907697750313868,-0.14755964597881913,-0.01065002469070041,-0.011373058507335547,-0.02424101168840584,-0.00873177262239955,-0.007795995872005717,-0.016074103786802404,-0.011294418178185788,-0.008510854422873582,-0.024141076747155505,-0.013172169240511011,-0.009142166682450993,-0.007100013945562617,-0.008361847695300937,-0.01124373790857993,-0.008178757821183692,-0.03707501424454345,-0.004027182584288542,-0.011908354307100128,-0.06853943667197253,-0.00741506996639371,-0.14626317974184425,-0.020104729238615702,-0.016496087225763713,-0.006365144410450792,-0.0020220867538126835,-25.163756799473642,-0.010276198207116291,-0.013109965521172854,-0.011842810625473158,-0.006519701749177303,-0.019630155469550083,-0.004654990400595598,-0.06742003338636629,-0.020086606355858776,-0.013767222319452065,-0.005842689577955259,-0.14502000809852209
Aluminium and aluminium products,BE,5247.38034134,-0.4674389261549549,-42.32469777031593,-0.6824815704330925,-0.10429294490387453,-0.19630886357806196,-1.2542801033360131,-0.42591461755791116,-0.050129154875530234,-0.21965881449844202,-0.2504267128116971,-0.6374603462507745,-0.14137999135927076,-0.07625002668778277,-0.13103864961545275,-0.1363961129000381,-0.0510450507278589,-0.07784676594381622,-0.4835219511149371,-0.06323266995501149,-0.056543351980509755,-4.0528051458288346,-0.17806814781777158,-0.2250066916647047,-0.054773465715557454,-0.061898032321034864,-0.11527864948312401,-0.04370882932270596,-0.4238407946633165,-0.011973707989415121,-0.014983250226868458,-0.032371603532416166,-0.02542430814182647,-0.03031061262748917,-0.0208675422945398,-0.00883505779559181,-0.011966142623372629,-0.002287652790103019,-0.03904862110290127,-0.18421658243193817,-0.12967689115830555,-0.017923448923546265,-0.1373302053854718,-0.014867746521238035,-0.027608603833573164,-0.01968997520446917,-0.020867132870347024,-0.11686140605365382,-0.012996237919291404,-0.030899372999526806
Aluminium and aluminium products,BG,1519.97837587,-0.020540589276254687,-0.13552343483472507,-44.087711325456326,-0.2323886298363301,-0.08480538453461646,-0.017723594015244447,-0.009882632189130042,-0.022116965520244045,-0.005708381755457604,-0.009239878317913838,-0.005402222480987795,-1.0249132471110516,-0.18553396839345124,-0.05410871108794979,-0.007344753758956666,-0.028867786550812014,-0.012540034747181334,-0.007563121471668271,-0.015116631107197683,-0.004815734017317783,-0.011779444502129291,-0.02060326914295647,-0.005313059341605075,-0.8063287997572365,-0.004569276275942641,-0.05141642285380194,-0.034376334243722856,-0.010717931068780788,-0.0006514074045169123,-0.0010356654453919298,-0.0018109255790302295,-0.002605311591918657,-0.004385210653120532,-0.0017383105579822464,-0.0028010171096000316,-0.0011504012110967212,-0.00022786263310794195,-0.0040124663296027575,-0.007930431835035641,-0.4486391656504376,-0.020467062130831562,-0.0033696719573006735,-0.0066526528992255,-0.0019321741629561707,-0.004559691728274906,-0.0017452899343836433,-0.4027404485068251,-0.0015656072713556277,-0.004930832598763305
Aluminium and aluminium products,BR,9914.80918982,-0.03240421158249132,-0.03048223159212889,-0.013018069732974553,-0.014668007282383738,-0.01901252321974949,-0.05246890697404006,-0.027774394075705793,-0.007200687171703367,-0.03070354568271972,-0.026267756146589483,-0.018302235038047072,-0.02461203454211165,-0.016121162762052544,-0.01636276172648258,-0.02083388994495786,-0.0149049733349622,-0.012104271907005639,-0.020130235833956456,-0.013178088340663278,-0.012729431683049793,-0.03364528980579814,-0.01367902838368003,-0.027807481662293777,-0.010768956869134764,-0.011887105913048292,-0.015297377353443452,-0.007305344353127916,-0.044820554002533416,-0.011589771857303244,-0.015394883019776337,-0.04101838880618398,-0.04131203629564785,-0.03457877407329621,-12.352197942757995,-0.012276878048838062,-0.05712212148528065,-0.0006899193481970211,-0.28569916714803206,-0.01663573609376547,-0.03314273655436604,-0.00543525442628929,-0.009398554389243093,-0.00883463287843343,-0.009281983374336155,-0.02005423587930059,-12.344547594596424,-0.020237922515490992,-0.009651519268023809,-0.05380500028245685
Aluminium and aluminium products,CA,20401.1714152,-2.271936054986497,-3.040187702099164,-1.320230959369462,-0.4061910380517425,-0.6642106457613914,-2.7132216923082138,-0.9832122890505098,-0.19966207774856506,-0.7857079216015657,-1.7070195599433826,-0.6794779005533393,-0.43235733864943143,-0.8110638067255767,-0.697867895632682,-0.7540342910385438,-0.2582037265431203,-0.22405473745827295,-0.7677832332943347,-0.3172651900537311,-0.22099748943383965,-1.6644928588001746,-0.3951996480378345,-0.6336172260149097,-0.26398587663454504,-0.3874077138949309,-0.6125785785359764,-0.131244957764686,-1.5283128330557068,-4.169490132862351,-0.34053024708630375,-2.70638958345348,-4.537569695211895,-1.7755163154553146,-14.104810290266474,-0.19389888731591076,-2.050111073100472,-0.02727998598031486,-2.3493058991319056,-0.546727030388733,-2.7975008845454927,-0.08242987870148695,-0.29380799018456505,-0.17115535152433614,-0.18033011237352842,-0.4452461092994632,-14.09876838169474,-0.7508107145920153,-0.08275712439093501,-0.4444925920045499
Aluminium and aluminium products,CH,664.221654607,-1.0781821064834238,-0.02798098588717867,-0.013104796814328043,-0.0068038889563212706,-0.12450466966613317,-0.5190786181651809,-0.03183246768974317,-0.0052405107530498745,-0.011387352796228213,-0.009590260251223089,-0.45427651506905425,-0.006329667533883035,-0.03194757273981334,-0.05753277731095313,-0.017779974596498337,-0.0162655485472812,-0.008712059344736487,-0.02639611957013999,-0.007713839011879597,-0.01326770317325172,-0.025633924084518554,-0.017810504339258456,-0.010129728575857158,-0.022568288292530617,-0.00606669347133947,-0.04467574396309957,-0.0078136899994453,-0.04409565449547362,-0.0013590887950234234,-0.001753225327398306,-0.0033989046578619814,-0.002624671925043825,-0.0027531817021146355,-0.004484536015102641,-0.0014693968860416476,-0.0013575985644012723,-0.00012896955911884418,-0.0029779436402101404,-0.030091848180948743,-0.013894326126865506,-0.0029718676555605746,-0.00743780541175753,-0.0033518201372902874,-0.0009633240640199262,-0.002727821961049159,-0.00448528166942107,-0.4625513070815128,-0.001155051470075517,-0.00197540818767454
Aluminium and aluminium products,CN,267795.177986,-4.537163382344329,-3.8535563489265523,-2.4751763022696807,-1.9544401440732477,-2.4929101970914394,-5.723695180450973,-3.2507375737826902,-1.58483474970127,-2.453909582583129,-9.530188384826417,-2.8867865778467903,-13.431389317691355,-1.6902955502878512,-2.199819578211392,-2.302187670596856,-2.0472229817090755,-1.5032453655315543,-2.6101682642752886,-1.680778660398319,-1.451468841328364,-3.1778496313554565,-1.8843321150400882,-2.1350549295330756,-1.7430415221807198,-2.9336420883819687,-1.8253469748818554,-1.1233791154711192,-4.363528965119585,-1.0181379634803844,-7.376145926422995,-582.8969828825466,-2.3998402503621072,-16.46101816849378,-2.717474121714132,-1.5997377734403633,-1.8218208959542948,-1.3901277563642678,-9.894587858267965,-2.198440203848887,-5.630228253982424,-0.46175360577069857,-1.0903254696320477,-2.4295095293000024,-2.34291410570504,-22.646771314972344,-2.718772819868606,-11.218300404776581,-3.723627423814953,-7.871379560368596
Aluminium and aluminium products,CY,202.027361746,-2.7338061730761333e-05,-7.034676521483001e-05,-9.461622781754681e-05,-32.32224649931824,-1.7245951445731325e-05,-3.098423142410854e-05,-8.002102542610282e-05,-6.737758430907906e-05,-9.144933509161557e-06,-3.0243640184385573e-05,-1.480467701582432e-05,-0.000925762331356623,-6.858859391116329e-05,-0.0001016405602267897,-4.595804534883902e-05,-7.458627935139191e-06,-1.7270451831657937e-05,-2.3932881565772754e-05,-0.0002877877245088443,-6.3429917948991845e-06,-0.0003320022348188827,-3.0298314698048725e-05,-1.3043058759837157e-05,-2.902882798364187e-05,-1.601598548035466e-05,-9.177559886428402e-05,-9.397351886648509e-05,-0.00010699563795315812,-3.7108286524189864e-06,-8.529507835444077e-06,-8.567888777416053e-06,-1.0527861363448336e-05,-1.0613950419070264e-05,-1.16650548577075e-05,-7.3450638918669964e-06,-9.980018845331236e-06,-9.672679076377446e-07,-4.034611829117722e-05,-9.784918656563275e-06,-2.0903643655290653e-05,-0.0003198837509362767,-3.770011164654164e-05,-1.6782067355476756e-05,-3.984287410863532e-06,-2.282303525664585e-05,-1.1659901047287242e-05,-7.272913824096574e-05,-3.188652969093053e-06,-1.697400567485942e-05
Aluminium and aluminium products,CZ,4464.35318131,-0.39826923469372755,-0.08354918936171865,-0.3414615459252767,-0.022585657705918364,-0.18207579819343758,-0.4695119961429572,-0.14514313385112246,-0.02433724769392277,-0.031544389570329366,-0.04377109286389422,-0.08223466721779842,-0.04514162706978763,-0.17987295831973799,-0.1999380903646366,-0.032059685077391924,-0.019998369420783486,-0.1744774601103742,-0.08136018930878018,-0.01894193430791683,-0.023934939325201805,-0.10854721445885165,-0.6132529961486047,-0.023945467905507816,-0.04926697604256463,-0.030068521323329024,-0.08324226394936123,-0.1877331550514707,-0.06749703523082548,-0.002196825413649399,-0.00371029554392273,-0.010325846106436585,-0.005320249917547658,-0.01171748915137993,-0.005130929362564442,-0.00211849331938151,-0.00198705663930564,-0.00048115829324914294,-0.0073568317550249855,-0.12577896273590092,-0.12364772977609177,-0.013518902890152012,-0.04288997978886233,-0.0061104089616545645,-0.002497053977777333,-0.004911117579723236,-0.005133065758470377,-0.36337296997823604,-0.0033756050704681264,-0.0034421931740625552
