Shock_Industry,Shock_Country,Shock_Output_EUR,abs_AT_EUR,abs_BE_EUR,abs_BG_EUR,abs_CY_EUR,abs_CZ_EUR,abs_DE_EUR,abs_DK_EUR,abs_EE_EUR,abs_ES_EUR,abs_FI_EUR,abs_FR_EUR,abs_GR_EUR,abs_HR_EUR,abs_HU_EUR,abs_IE_EUR,abs_IT_EUR,abs_LT_EUR,abs_LU_EUR,abs_LV_EUR,abs_MT_EUR,abs_NL_EUR,abs_PL_EUR,abs_PT_EUR,abs_RO_EUR,abs_SE_EUR,abs_SI_EUR,abs_SK_EUR,abs_GB_EUR,abs_US_EUR,abs_JP_EUR,abs_CN_EUR,abs_CA_EUR,abs_KR_EUR,abs_BR_EUR,abs_IN_EUR,abs_MX_EUR,abs_RU_EUR,abs_AU_EUR,abs_CH_EUR,abs_TR_EUR,abs_TW_EUR,abs_NO_EUR,abs_ID_EUR,abs_ZA_EUR,abs_WA_EUR,abs_WL_EUR,abs_WE_EUR,abs_WF_EUR,abs_WM_EUR
Aluminium and aluminium products,DE,29109.7538681,-8.144588773297428,-2.8506196246170252,-1.4930271459729856,-0.4595611460754107,-9.639323292684715,-66.55882457857003,-16.597577010792513,-0.1666950767877912,-0.6024382226832062,-0.44431271641355913,-1.8291884351750949,-0.2936702033300556,-0.8894049875262054,-1.1737197817660752,-0.6057700504978681,-0.27944465414573344,-0.48198029303690426,-9.424384127916783,-0.2356233740623351,-0.26547191617127885,-6.038796057700031,-1.5331972076703675,-0.2947896846381403,-0.22521469920098391,-0.923294658484701,-0.9163775190169209,-0.2111478889212068,-1.626401788824112,-0.01691143827218189,-0.029269431019866947,-0.08263620265086377,-0.11065757842265643,-0.0680468253390122,-0.05152532148728232,-0.022279380305433,-0.022018883647677658,-0.004500696829398067,-0.07910456735593265,-7.576298013824031,-0.7075703471099376,-0.07784608926228342,-2.7002667255050046,-0.02793016036866508,-0.03793664333486553,-0.04798671642315799,-0.051559564219285585,-0.6241520230559324,-0.024311919082122296,-0.04098145393828126
Aluminium and aluminium products,DK,1842.84710324,-0.0735533077707569,-0.05268051392512014,-0.1946917012775529,-0.01117418008689965,-0.02965650531518241,-0.14288957729354906,-0.05842700611116702,-0.032602794378888654,-0.015326853819363629,-0.07174368926699023,-0.0176157189288311,-0.014201614438358797,-0.03198083857540392,-0.025148307489872415,-0.016015800774062207,-0.005499835555322796,-0.030098102784537374,-0.02736520278238132,-0.01815357058625065,-0.00809285233488064,-0.06673199657674417,-0.038050774490858516,-0.008401300502208124,-0.011176586503563823,-0.13443513078895022,-0.0220239405214465,-0.00853285984555382,-0.02998042639418282,-0.001151544789411052,-0.0016355546376727406,-0.005018671263875628,-0.009572463795696023,-0.002956962232154148,-0.0018744898303257348,-0.0011623145065497741,-0.0012579732324563026,-0.0006127441679752907,-0.0034644395546788794,-0.02266527291444932,-0.019774442011891442,-0.007226995147440241,-0.27052863112943804,-0.006679242876865816,-0.0012755816828163215,-0.0024619948665324507,-0.0018807553621395228,-0.020268821579637646,-0.0011144330281899412,-0.0016427960441770793
Aluminium and aluminium products,EE,101.53719116,-0.000589526956417663,-0.0009509268664180202,-0.00045890589092942205,-0.001632218430823028,-0.0004339401377697661,-0.0009438152933088087,-0.0010087168655978284,-0.018048259592668037,-9.854046299602436e-05,-0.16285403090134715,-0.0002363608454244693,-0.0005164147111583152,-0.0009655262608120548,-0.0008353248792764722,-0.0007602169059221613,-6.46118287452605e-05,-0.0027721759858911348,-0.00047077787262850203,-0.11348120828918215,-5.516262350632468e-05,-0.0014286216357182564,-0.0032907507859054725,-0.0001411873662232154,-0.00034613144721132007,-0.0008366225736967967,-0.00025889030574097953,-0.0008726188720212915,-0.0009459598404914579,-4.748608031750293e-05,-4.074360954823402e-05,-4.527336522445658e-05,-0.00019668283893774146,-0.00015094123354776165,-7.151579715948672e-05,-6.664077882548918e-05,-9.142255852395237e-05,-2.7432317934620062e-05,-0.0003249848333537607,-0.00021076265925876593,-0.00014657678470254306,-0.0016919672476270473,-0.0005644020281517586,-9.041282673697341e-05,-9.895797942975812e-05,-0.00010848567079428148,-7.166744612995189e-05,-0.0008422243248128941,-9.003705679304145e-05,-7.019840616650141e-05
Aluminium and aluminium products,ES,8208.21094615,-0.17679578785890102,-0.20952764637888585,-0.362152081108076,-0.06271540873011273,-0.08881734482300647,-0.27652239336689766,-0.13387061540845635,-0.027051333363787854,-21.83209681690165,-0.11300796052222764,-1.0864849530334495,-0.24632381587005725,-0.11591755721674687,-0.09340934180410154,-0.15982533429853266,-0.05650995831631812,-0.03171425005504361,-0.14430331923709824,-0.04350143546034715,-0.056822658627070206,-0.32026400306923586,-0.0625077196710234,-5.172639108184693,-0.074324903065389,-0.03157060186015327,-0.08000982157785787,-0.03698031533856939,-0.40305776740143384,-0.00705207917513632,-0.008120550685334304,-0.027445765806997587,-0.01950871600850888,-0.0993421531205557,-0.016134597527911486,-0.009685702429751152,-0.016882342583271096,-0.0013051628532651247,-0.027824409608711895,-0.10069086090464649,-0.48684266348598537,-0.012010779313958431,-0.04734000987859331,-0.013287281516174339,-0.012069139010541326,-0.01803895417775297,-0.016190924325519863,-0.13641687230022692,-0.05569383876337363,-0.03607209218786941
Aluminium and aluminium products,FI,752.680853488,-0.010438755297920177,-0.008795103256509278,-0.006771821335883225,-0.004524486892087872,-0.004918942982872625,-0.014722694249364416,-0.013812763121158665,-0.39742480313776396,-0.002537669469909979,-9.326564850609385,-0.004328139362015086,-0.0026818317493850184,-0.004326828122299089,-0.004480554098876989,-0.004153105875029149,-0.0015471805913906268,-0.01810417797913513,-0.004963810686039238,-0.013402204533410764,-0.0014362400374149753,-0.011025540528151015,-0.010560407762287621,-0.0026626422516365317,-0.0027658496051322173,-0.600734214122801,-0.003012468513656689,-0.004333354281856782,-0.007418450571303523,-0.00044818653856870054,-0.0006114435571741885,-0.0013346735818578824,-0.013801036275410227,-0.0012612563811863042,-0.0005885645465402675,-0.0007278947777478261,-0.000625762870818008,-0.06384500990415604,-0.0012946364126944468,-0.003725048205071313,-0.002381062496516239,-0.00875349121607969,-0.02714563914459562,-0.002978663258746038,-0.00047456082618051073,-0.0011598590423356116,-0.0005899231923340571,-0.003859064134137891,-0.00039741273788499544,-0.0022942808809986717
Aluminium and aluminium products,FR,8846.32397853,-0.2991474519155402,-3.0385915099652054,-0.15939070053806825,-0.04570163560680498,-0.1300748475358062,-0.705179506521282,-0.18843979342706732,-0.049248170189521615,-1.9621402486077646,-0.33047784298953015,-24.50128436706194,-0.32688673768721155,-0.09312551075090376,-0.11809850432560577,-0.1224759309066097,-0.1494970434434495,-0.06135544977169067,-3.7578823083464816,-0.030049486804528267,-0.0806546775255748,-0.32317782986008986,-0.12514570031865535,-0.3522143592908615,-0.08116901044802655,-0.060661489512191545,-0.12601788971588235,-0.041775692833311145,-1.648671735653956,-0.011904075214790658,-0.009546675915156405,-0.021545283470420944,-0.058469919894878056,-0.018021234973962668,-0.008740979932038942,-0.007468272468183809,-0.011557408708373676,-0.003022888328404634,-0.014869194128400987,-3.2025301379900006,-0.11964679626677213,-0.015613908831981918,-0.057958369756464095,-0.008453914962521254,-0.009244296054794725,-0.015934619857412718,-0.008793137534005006,-0.10506295220943306,-0.02044104057398864,-0.0210704703036417
Aluminium and aluminium products,GB,13378.5976996,-0.3081755468236021,-4.334025719801791,-0.0756487032478068,-0.11829964951248503,-2.3077052826388544,-0.22016646675527762,-0.17353967851891566,-0.07585304691882216,-0.11341867479968996,-0.3025710344108996,-1.7399643468567338,-0.07088650768866371,-0.0850511890091291,-0.13242153943713195,-26.411872654636717,-0.08056900677190475,-0.06747107339182266,-9.53761596474984,-0.05880689226985448,-0.05549033663617538,-3.9840482276270284,-0.1164312704561332,-0.1280930410584917,-0.097565037159253,-0.10742525902403362,-0.09197577411650035,-0.05695094291019755,-71.27340458928879,-0.045660037198301445,-0.03596424773184157,-0.044984260532727915,-0.03851722241416138,-0.03087540033948464,-0.01619659339836542,-0.0327827253671388,-0.043721345530811334,-0.003249298534025383,-0.0649020498198984,-0.09149610146199119,-0.0964720780510553,-0.01951000779377242,-1.3965722346145604,-0.038800451466846866,-0.015827987423487823,-0.031386601449441096,-0.01631553233768635,-0.1554825352735188,-0.010869240033059616,-0.03361172071773369
Aluminium and aluminium products,GR,2553.08976835,-0.04460692146478082,-0.07317781236070078,-1.343694812188263,-0.18345236679333563,-0.06929860766074848,-0.058886780340686874,-0.029604586328269743,-0.022988533564354558,-0.0261447586007025,-0.03291079826792262,-0.03216966214537937,-1.173470560761865,-0.06649256380419667,-4.029455796144939,-0.05318638249549053,-0.02659328306207052,-0.022499787428394945,-0.03496445931704412,-0.02767260910266092,-0.018702916991047987,-0.04923450244229126,-0.02849691018455715,-0.02459229414298058,-0.1182429461155571,-0.01113869839357293,-4.6411506737594825,-0.044037486190803776,-0.11174991299036288,-0.0032163705122472746,-0.004471530751691947,-0.011599176809022864,-0.005759890831542098,-0.013412359200561696,-0.006804551896318505,-0.008832088033579362,-0.01952659594413089,-0.0005303791818999296,-0.015750398054971117,-0.023836871900565743,-0.2708292704545174,-0.030064303772771767,-0.011667266365384295,-0.0296468191094378,-0.007321156905397977,-0.011839901570448511,-0.006821300847256107,-2.716465422194753,-0.009561029272410183,-0.01412829003142286
Aluminium and aluminium products,HR,560.379064274,-0.04308155012607659,-0.00705785641332784,-0.04551719396385026,-0.012764689652512389,-0.010812539645420106,-0.015106670182590955,-0.006774422269510651,-0.00455874569331969,-0.0022160518827115095,-0.0044568843596393,-0.005824080783179968,-0.03094646495049985,-0.14342323532338236,-0.03766646552236661,-0.006397168670339066,-0.002271368956915332,-0.006699721847621321,-0.0060658622722001366,-0.009122303958078106,-0.001932668621277418,-0.007980893042766096,-0.01429098754514696,-0.0019312210612189946,-0.014824531693409112,-0.002797484427370511,-0.010129695696472969,-0.02874451475591586,-0.00792031548756154,-0.0003427391696370613,-0.0007009647058722597,-0.0006849291242766485,-0.0011277975369423823,-0.0017663410191771998,-0.0006683493599112854,-0.0014643219885991994,-0.0005277713200269039,-0.00014975573475430168,-0.0022623581213615782,-0.005328270294470718,-0.0029356263559287862,-0.011929051152683327,-0.002156636870195997,-0.002010840987269681,-0.0008087172319953678,-0.0025075012653538713,-0.0006691093244233774,-2.1034138455492895,-0.0009041634493744594,-0.0016621057106914997
Aluminium and aluminium products,HU,286.469504551,-0.017219245028280372,-0.0018875602447574649,-0.002921336482098016,-0.0016283149545491854,-0.0035077412801629085,-0.0027992310001703066,-0.0015276492055094676,-0.0008134815487002885,-0.00046547430732120555,-0.0006065240722533654,-0.0007233055706168035,-0.001316742699406119,-0.057157483935500526,-0.003391713155692283,-0.0005580141640384943,-0.00045142016558210305,-0.0013813495458457612,-0.0009433259776796824,-0.0016576886346594713,-0.0004906397024808321,-0.0021409831823375925,-0.0032500456098931256,-0.000538742571104947,-0.024814458550640166,-0.00039861550194435284,-0.001727332748522309,-0.11607441362070518,-0.0007896407180367391,-9.039973162098308e-05,-0.0001649398013799872,-0.00020520656420158537,-0.0003364080049570599,-0.0006637228479460944,-0.00013586528188846286,-0.00014524170012560465,-9.385998027532063e-05,-1.6993867834145293e-05,-0.00022758350890664735,-0.00113365870065712,-0.0005615620077394329,-0.0011543965471726009,-0.0004621269618417031,-0.0005143241916813933,-0.0001511542337797121,-0.00032486908598829454,-0.00013606100928445418,-0.01333421361534989,-0.00016546501991273832,-0.00019721221988942475
Aluminium and aluminium products,ID,2586.29818798,-0.031669142518878354,-0.03339755227156199,-0.014693956697411246,-0.030217340954727286,-0.02477891091439084,-0.0830542068359886,-0.026886063339425052,-0.007158181283404117,-0.022974050060066687,-0.014832388416450246,-0.025543869341563268,-0.16447958637376983,-0.011312475416472872,-0.015240796863944915,-0.09296712299904882,-0.006953485830341679,-0.007371913047450195,-0.04851441689670067,-0.017442993245151726,-0.006355879797047514,-0.038423056620713235,-0.009472791741192137,-0.011330988039017317,-0.006222732684066923,-0.009758825793750404,-0.012397332606512393,-0.008411677982406567,-0.2402127322810835,-0.012243872206297197,-0.0366551577695146,-0.1533345897317691,-0.011275087692621507,-0.3592962888972229,-0.02198657169369343,-0.020927054926635127,-0.010998538495976814,-0.0019531154026794714,-0.22521231969313227,-0.015819306941632427,-0.022585864362970377,-0.012305048428608965,-0.011179096527952084,-1.0298822545099413,-0.00936148601277761,-0.07157792364518374,-0.02197714922336619,-0.015602483164849839,-0.009138738964773494,-0.04044932257346565
Aluminium and aluminium products,IE,879.068440269,-0.0034407526560882294,-0.009343171695845144,-0.002940324520222613,-0.002518119556491597,-0.005471957703260976,-0.006080613573322623,-0.0036789397576415016,-0.0018062458673567933,-0.004005040501892728,-0.0025467360492866767,-0.005320435155275183,-0.0033185895138418946,-0.002630291455343377,-0.0031100850189303194,-0.024438859554930206,-0.0017788470091154387,-0.0020217685497580266,-0.01064296708400925,-0.0020732234741870094,-0.001314532776475867,-0.008021888787036673,-0.004493617187537104,-0.004978750286510078,-0.003004439292664485,-0.0022092978049963,-0.0018509474859482586,-0.0017423279958906452,-0.9725907692168557,-0.0008526028059977715,-0.0005605125503035264,-0.00092081762635025,-0.0025327120845775,-0.0009508443099587239,-0.0005440197841292144,-0.0004019723034500215,-0.0007499427964775616,-4.304613166522382e-05,-0.0005957745533242102,-0.002218910359480756,-0.003046980969113428,-0.0007479595599735658,-0.002482845243699504,-0.0008229561842535831,-0.0006260457011366801,-0.0023651274982959512,-0.0005455457086992934,-0.003791381307872799,-0.0006892740817838115,-0.0017874907317228742
Aluminium and aluminium products,IN,13943.6830579,-0.16585971687208784,-0.30817086061585885,-0.12726641875262476,-1.0599475970722512,-0.09705421254216694,-0.22944417347840343,-0.13046150438477203,-0.052409515287857214,-0.13111905822175757,-0.18167488990617373,-0.11715325968355739,-0.1389889601983819,-0.06655038800146026,-0.09175633907659701,-0.26482049141062736,-0.07683275140717777,-0.05098502954486379,-0.1548156873580731,-0.06107186082104885,-0.04878580702216872,-0.28852691286277127,-0.07443368008302896,-0.13771515492447298,-0.05135818680779826,-0.09304892401456391,-0.07378224822793544,-0.04331023215729807,-0.6426909305473407,-0.055519064060570854,-0.1764647624343316,-0.335234313710822,-0.0889784485247127,-0.4758961095416957,-0.1095199068183695,-6.999516311989498,-0.06121431376088354,-0.007334070025933784,-3.1092666520939476,-0.07324895168494769,-0.2177728183928122,-0.03384031964844126,-0.05450327256662445,-0.09486194174234122,-0.18743255060603745,-1.0496265206890796,-0.10959431478567422,-0.10684276951072909,-0.051226176841166794,-1.0193334322214267
Aluminium and aluminium products,IT,11485.2948435,-1.3957218159409748,-0.5806906943711081,-1.6878495429492475,-0.7347340225793256,-1.511216528044766,-1.3682643965969938,-0.390881769680476,-0.055552794045353744,-0.36743192029961586,-0.19757912991812773,-0.903615248951005,-0.5279261466289561,-0.7294315698706867,-0.42349248508825643,-0.13838436380698063,-2.7370171014763245,-0.14613117271195905,-0.26037037046472616,-0.07718831144147109,-6.86330337170825,-0.6434491727955934,-0.36995896326197103,-0.16261561967555901,-0.1511055291755252,-0.06482383223035262,-4.7967657559828,-0.09109289974814654,-0.33348443379913106,-0.011664749215530412,-0.01815254063062469,-0.054545260752984985,-0.020672856570761074,-0.11371591299309725,-0.022658764908038947,-0.021496572587452346,-0.011559148242718224,-0.0024261808570400236,-0.08059898763709464,-3.061800139742279,-0.435503193545786,-0.023896874485049246,-0.11453865670025529,-0.01640933134195456,-0.027613543902052947,-0.033672221501600666,-0.022691573407593615,-2.0050708509232287,-0.05293596789833114,-0.03881160384069905
