Shock_Industry,Shock_Country,Shock_Output_EUR,abs_AT_EUR,abs_BE_EUR,abs_BG_EUR,abs_CY_EUR,abs_CZ_EUR,abs_DE_EUR,abs_DK_EUR,abs_EE_EUR,abs_ES_EUR,abs_FI_EUR,abs_FR_EUR,abs_GR_EUR,abs_HR_EUR,abs_HU_EUR,abs_IE_EUR,abs_IT_EUR,abs_LT_EUR,abs_LU_EUR,abs_LV_EUR,abs_MT_EUR,abs_NL_EUR,abs_PL_EUR,abs_PT_EUR,abs_RO_EUR,abs_SE_EUR,abs_SI_EUR,abs_SK_EUR,abs_GB_EUR,abs_US_EUR,abs_JP_EUR,abs_CN_EUR,abs_CA_EUR,abs_KR_EUR,abs_BR_EUR,abs_IN_EUR,abs_MX_EUR,abs_RU_EUR,abs_AU_EUR,abs_CH_EUR,abs_TR_EUR,abs_TW_EUR,abs_NO_EUR,abs_ID_EUR,abs_ZA_EUR,abs_WA_EUR,abs_WL_EUR,abs_WE_EUR,abs_WF_EUR,abs_WM_EUR
Copper products,FI,1773.98133895,-0.020461236316073862,-0.3512174103731,-0.10393593766752801,-0.002973448814622476,-0.009054008890801725,-0.05253449364895467,-0.058431762006834476,-0.1523260641633349,-0.021301131664817247,-3.083434098532565,-0.02556773999052413,-0.01299332789476745,-0.006584688375381855,0.0,-0.021355518682667926,-0.0566271384360602,-0.02826351983840378,-0.026689041171698208,0.0,-0.01326962271774362,-0.027949415862526136,-0.01949205384274811,-0.00821594570733682,-0.00584255260999264,-0.1489600841804153,-0.011459009349757769,-0.011507987007668452,-0.01671898982150133,-0.00236340106641246,-0.0024301070188374224,-0.002064649064504487,-0.10317888151603397,-0.0018430721010795075,-0.019315967475517212,-0.0007712908525235303,-0.0018120478076743452,-0.0010087242070548922,-0.004126343177063829,-0.009437593176914302,0.0,-0.019334123189133592,0.0,0.0,-0.0028653492143105763,-0.010821675205957402,-0.45628230110651374,0.0,-0.0019384727089746462,-0.0007284027560081301
Copper products,FR,6717.29554397,-0.6912368735975567,-1.875926753047923,-1.2039320829062856,-0.014324983149138253,-0.07228663619333317,-0.3951270779514208,-0.10897304028896547,-0.05051145306648935,-0.4453834580070073,-0.10986123800525675,-15.505095734642392,-0.3488862911050815,-0.06784586973751656,0.0,-0.13225428718690938,-1.5890756991623727,-0.05586763345952662,-0.30031000275492964,0.0,-0.05387620113425195,-0.22026860763150724,-0.24205606668367433,-0.12833346271512727,-0.07739922261683672,-0.09043308801777528,-0.14709547241280538,-0.12616496531004062,-0.11723892147137314,-0.012121970702368104,-0.019141747234933705,-0.011847099001946262,-0.023203712071676118,-0.01745703673298492,-0.03045577724009045,-0.0030443541904990523,-0.01684619291959567,-0.002628684837343747,-0.025466911967410993,-0.0884556632885975,0.0,-0.10125053718324126,0.0,0.0,-0.021186882834358114,-0.06219799844064797,-1.274433109818246,0.0,-0.026383538051425705,-0.005140271804917467
Copper products,GB,3265.40889665,-0.42094526754408795,-3.7544452581498367,-2.2094736344596546,-0.023769252456757678,-0.09313975785159759,-0.5370251351949195,-0.19180645410157415,-0.12126006569556289,-0.46021808100718814,-0.20583384194801985,-0.7049416166843406,-0.7767877406996543,-0.09832618012321677,0.0,-1.4863090289511864,-1.5133052403439837,-0.13015280272653543,-0.3770836040927672,0.0,-0.03738788843510484,-0.6261376283483517,-0.18392134912864255,-0.1007668980283172,-0.08856113559406342,-0.20455823511343624,-0.19629243680138095,-0.18247441662644698,-11.207303840359717,-0.09087515271252757,-0.16296344299622786,-0.012689199246606213,-0.17425116747170102,-0.06689563805713931,-0.04592995663739353,-0.005157974986507928,-0.05099550678239272,-0.0025518696489506727,-0.10720945680122669,-0.07533086876175708,0.0,-0.3403133830575058,0.0,0.0,-0.06779892031984956,-0.06119771526210679,-1.3498097338457071,0.0,-0.013589855484308204,-0.005692629071937531
Copper products,GR,918.000798443,-0.01608715136263231,-0.04531251823192858,-0.7483084976272113,-0.009739438085761453,-0.005412236371028129,-0.016342099055475755,-0.006234002679467088,-0.011564122381588104,-0.10116075177588472,-0.008863504150431191,-0.05653780506796191,-4.643938565256165,-0.020865223315552885,0.0,-0.010097304337585877,-0.11031371577299444,-0.009141840920975329,-0.013722578474308085,0.0,-0.007050942669666595,-0.01130509772165393,-0.013475948018170463,-0.012194433152229017,-0.051937300075636114,-0.011952647375047112,-0.017896401840402622,-0.005698653563333816,-0.016531267028592086,-0.0020198504526188835,-0.0013066621415033512,-0.0013624809394691898,-0.0032065977155933257,-0.001928037887190741,-0.0034306667816019916,-0.000622015851150779,-0.0027483567609843207,-0.0008437799270940191,-0.004172260555652557,-0.006555269001128036,0.0,-0.012005668689550119,0.0,0.0,-0.0027459957004567904,-0.005623547038527682,-0.09199061482237621,0.0,-0.003089733526115753,-0.0013033878669168008
Copper products,HR,121.863831017,-0.0014465445537936573,-0.0024767203573649336,-0.005436406208954031,-5.287404846180814e-05,-0.00048668123918590316,-0.0011203523990582947,-0.002181621686011854,-0.0006162912539196384,-0.0004236247171243217,-0.00034485629085140995,-0.000612871234030781,-0.0021113721166750705,-0.00470556171793574,0.0,-0.0014092702007578234,-0.005463147400161877,-0.0006861989208654337,-0.001136093257091953,0.0,-0.0007267647775906824,-0.0007722329249083602,-0.0008301002905372614,-0.00032883690816643533,-0.0005531521035278872,-0.0005598777149247426,-0.01382296501616439,-0.000703569672145145,-0.0002848604803426643,-2.764477298800554e-05,-3.000304584536001e-05,-4.0955580393495596e-05,-9.961167974837959e-05,-3.199950993204277e-05,-6.91545573411247e-05,-1.827360893704603e-05,-3.0468292783693242e-05,-1.1589618752397293e-05,-9.401344871483358e-05,-0.0004658551221078651,0.0,-0.00025006286291409424,0.0,0.0,-0.00014273192284142855,-0.0003031331551058986,-0.0009438361010270058,0.0,-8.489363833182768e-05,-3.756113899695924e-05
Copper products,HU,31.9374256487,-0.0022590286563519612,-0.0028302909746139083,-0.0038857940439005327,-6.241787179732782e-05,-0.0007623634431662536,-0.001842791415115261,-0.0005304637547480668,-0.00028537679236611787,-0.000624473303519542,-0.00030989703995887606,-0.0010044742484381758,-0.0008852501124801716,-0.022408287234527365,0.0,-0.0004753941886715648,-0.0038475206667146216,-0.0007451121067668627,-0.0005224048726299416,0.0,-0.00022606081279043106,-0.0009211151278089552,-0.001996478820229667,-0.0002358613334716731,-0.0012835455662002179,-0.00037563005129009766,-0.0015629147115113027,-0.0014228936751731736,-0.00038327950308661245,-3.646726629747849e-05,-8.258994258321805e-05,-3.3228957169458325e-05,-8.681352841616291e-05,-0.00013518683331358914,-7.135637331067392e-05,-1.5572103192977776e-05,-2.9476326044408608e-05,-8.690112977105584e-06,-7.911548028605843e-05,-0.00019082409831218148,0.0,-0.0003939750767279463,0.0,0.0,-6.589208234334281e-05,-0.00023965653788844563,-0.001669507144403315,0.0,-4.2175423429162205e-05,-4.047821232521404e-05
Copper products,ID,4720.20625618,-0.008163335563130196,-0.03613147745489714,-0.046507929596362886,-0.008704108656562954,-0.0071304790109764935,-0.01070460039470796,-0.04832290149371399,-0.033859090386496926,-0.020274178273306208,-0.014693024529357814,-0.01254803516186642,-0.021549663706839993,-0.0082632136184474,0.0,-0.03431713339917041,-0.022904882887163795,-0.011982179886069167,-0.03020431299915054,0.0,-0.03344760040549693,-0.021009732255843443,-0.007647219154609471,-0.006674372410944261,-0.0069511025311871245,-0.008243783777969964,-0.004817716819939544,-0.011001692930883093,-0.01840990456079413,-0.00439127912895984,-0.11730831128527565,-0.015081919910124312,-0.016528193111813073,-0.03035480766886888,-0.006688749393362688,-0.004104139684132377,-0.007157911709093256,-0.0010719306686250297,-0.07132328077945808,-0.012455629405352614,0.0,-0.24100451995139102,0.0,0.0,-0.019251025217268916,-0.18477873173160209,-0.47236057327341874,0.0,-0.0064598476536328825,-0.0076541506487002075
Copper products,IE,44.2601179075,-0.0002672480895027239,-0.0024331829313842535,-0.0005718083378904585,-0.00037564365061159086,-0.00035047458590162873,-0.0005709923228702337,-0.0008963591823836837,-0.0003390053527103919,-0.000565127003182541,-0.0020400246835319616,-0.0006087116098876503,-0.0003677795462619054,-0.00020344295296203312,0.0,-2.0418730814818438,-0.000518530674457901,-0.00027052511441637663,-0.13709386682152763,0.0,-0.00043334413897872827,-0.0014810475158743162,-0.000610850476208562,-0.00047969145162750376,-0.0005841686914609689,-0.00039271341498982987,-0.00015204455011683966,-0.00015033415718484228,-0.014382849127701734,-0.00013798784457301908,-0.00017442166304064936,-5.608396309874295e-05,-0.0002010922450009198,-9.366267944034092e-05,-7.307844602114559e-05,-1.649538424022101e-05,-3.2673904234698745e-05,-1.7700082499113962e-05,-7.961307366966742e-05,-0.0002590549408833056,0.0,-0.00018455751145027893,0.0,0.0,-0.0001438338946236849,-0.00023052352576034306,-0.00031966670820374394,0.0,-8.229340392807299e-05,-2.5880960374626266e-05
Copper products,IN,14297.811393,-0.049029277360071906,-0.1798396436390057,-0.1086816167914311,-0.023891181708527758,-0.02293965610992815,-0.06401053502602495,-0.08099547252739771,-0.05917562204701318,-0.068006901787784,-0.04075716182931693,-0.06561505288330521,-0.04274672076475505,-0.025581342026316508,0.0,-0.05540322343390654,-0.10092244342115601,-0.03859454577402135,-0.06224696000077362,0.0,-0.03605928918785957,-0.06387094590679282,-0.03475686096188331,-0.027364784714569896,-0.02498130826250188,-0.03510887849059322,-0.04668162584838869,-0.017135386725635915,-0.0843753128791375,-0.027716758442521312,-0.145247073390474,-0.07691681565484727,-0.21165907362121272,-0.08282695553868334,-0.14532818096037856,-1.2706368444689082,-0.027580638151675215,-0.002231966577534619,-1.667828194546178,-0.07548407784999275,0.0,-0.2189571363598687,0.0,0.0,-0.4591404575080508,-0.31437704518892334,-15.420965453468433,0.0,-0.08731137504271966,-0.04726354392290909
Copper products,IT,7000.74813796,-0.996348260381133,-3.5256413116851584,-4.241903118280355,-0.019493881331683196,-0.14646758062247967,-0.6437606108643109,-0.14268050318563527,-0.09158931199557974,-1.0156134906277523,-0.20683549242263524,-1.0416564883834305,-0.7158398739408068,-0.3347347196168538,0.0,-0.13337268869437047,-44.73730930407905,-0.12909477399002423,-0.2630965901323486,0.0,-0.04504936527035658,-0.40616035947825946,-0.30984533778618567,-0.10968463983790039,-0.15503472218486392,-0.3597065304480764,-1.5928299316730752,-0.34662900230259686,-0.27934817006054646,-0.03687299668631486,-0.03258646648727181,-0.011966219273327682,-0.06346149818877743,-0.028831906321041212,-0.06219949990349233,-0.004233036226329095,-0.052008280500790476,-0.002637601468754891,-0.056503696136486925,-0.17930120005436354,0.0,-0.1739961068257644,0.0,0.0,-0.03453620886801992,-0.06110039774884851,-1.8111913762277303,0.0,-0.02322118117471339,-0.006670404141046611
Copper products,JP,13472.2633897,-0.13087572923070112,-0.5580339561723618,-0.2457599225326448,-0.04186244322774179,-0.4559605451223022,-0.13448893719963978,-0.23886985682190434,-0.13482581104453015,-0.2334074572835298,-0.44537673249689247,-0.11321357113016871,-0.13246616819096607,-0.035786437042143064,0.0,-0.17850897958336717,-0.21472977085540293,-0.06579423982019691,-0.11830918051321401,0.0,-0.07796811717736,-0.191432542727429,-0.0897577693926067,-0.04859995662094455,-0.0328980132737397,-0.08970515609390049,-0.05761785284945557,-0.051856222338203695,-0.2205736011706246,-0.08918683160770216,-52.71728371415411,-0.036363605413921134,-1.6833143141383964,-0.33692252603570366,-0.11582895275659634,-0.010980263790428152,-0.1559649994343417,-0.004480479993362741,-6.214371018885824,-0.057665862688946,0.0,-1.2130209810587755,0.0,0.0,-0.18167945997382867,-0.14132914082365364,-110.75942731657078,0.0,-0.024078907030563694,-0.030535673532989034
Copper products,KR,20640.3301708,-0.20329838901660713,-1.0111164370543788,-1.177988537505368,-0.06580959433233623,-0.051382560423609044,-0.2183711916509421,-0.1260277988137234,-0.09488750096847043,-0.7788028558398511,-0.15455887179475378,-0.18156265785594622,-0.15692915508133634,-0.046470781815052487,0.0,-0.14030603884612902,-0.3940649136129471,-0.09240373427285253,-0.1633636153104224,0.0,-0.07626870068044393,-0.15734203616430031,-0.19740650040475904,-0.07681045415561193,-0.06258595639484406,-0.07799729925119622,-0.08635532125688823,-0.03552694669906543,-0.24801921382794803,-0.11828360571419695,-1.2376841790519,-0.06006790438478497,-1.1800839021909078,-37.66109434022863,-0.39389893111734653,-0.032914346330399545,-0.21569048160728538,-0.011536588694295313,-2.4850176376070974,-0.05659181732956103,0.0,-2.5196264330547673,0.0,0.0,-0.13079264341909297,-0.16730403475728853,-52.01516806720881,0.0,-0.04098162972112506,-0.03823046486449393
Copper products,LT,41.0363580061,-0.002208396440121424,-0.005927919685698784,-0.002838129506925844,-0.00011848075695283336,-0.002562135824068688,-0.004271585750365782,-0.008559893163793067,-0.09037004190425207,-0.0017335353376484173,-0.0028969519686050786,-0.0029032155069803438,-0.0023419042885804006,-0.0037967797635496906,0.0,-0.00776692706930742,-0.0013879717294764363,-5.575267324954836,-0.01881606015384879,0.0,-0.0023425343880633708,-0.003910172265578582,-0.01900759867755846,-0.0015316724790805992,-0.0023207473848169636,-0.0053848895012565245,-0.012909538029490521,-0.014049933977288565,-0.0013899069236340783,-9.56774921964662e-05,-0.00011433841524591509,-0.00014228116086826854,-0.00042844594466381495,-0.00017225264488042837,-0.00024146908146634207,-6.078968179889537e-05,-7.509329427088658e-05,-3.591806230191855e-05,-0.0005066734607868133,-0.0022387950489527217,0.0,-0.0009885667304031026,0.0,0.0,-0.0005183851327627861,-0.0008027070352033363,-0.00043285209902327906,0.0,-0.0002141868766007457,-6.477186790647623e-05
Copper products,LU,574.461665269,-0.03403379960882446,-0.0899820397800288,-0.9088724150242351,-0.0013354570582597104,-0.024404508282842595,-0.08923487898101566,-0.037271500651124244,-0.022642626053124434,-0.0708640670890609,-0.03465299491378132,-0.23597169067544085,-0.039699530709347564,-0.01490719961522789,0.0,-0.036216456372841536,-0.08459914754376208,-0.011905654894013202,-4.081312418477317,0.0,-0.014082071328026868,-0.08542637273501644,-0.02906246883654222,-0.02372295459703707,-0.017644996120300606,-0.03367453059165731,-0.04097285100525285,-0.02509052674461084,-0.04578615709705957,-0.004016365879494497,-0.002832428655951018,-0.001845442003105208,-0.007365882470670226,-0.0026940382081935103,-0.012387116661644514,-0.001538802983233988,-0.007727782061934628,-0.0007277096604306557,-0.009369656499493912,-0.015200852955401018,0.0,-0.011253193543284336,0.0,0.0,-0.008182881525601511,-0.04659672005736277,-0.09456407734846187,0.0,-0.004734216566712977,-0.0020658697723266294
Copper products,LV,111.148011083,-0.001047989585138251,-0.0040219931265532815,-0.0011062933480668422,-0.00013278688292459604,-0.0004051057289681141,-0.0008664899033286695,-0.004080645056655394,-0.05813038180497514,-0.0004927067345939907,-0.000968187861609345,-0.0013007440875800593,-0.0019790841656146057,-0.002071375267915086,0.0,-0.009376907374131417,-0.0002864845626570108,-0.027464562624952744,-0.009594086456503784,0.0,-0.010745349881793376,-0.002985931103649836,-0.0029283724072975774,-0.0005755816431974133,-0.0007908942365064652,-0.0013391432704307296,-0.0006750521274674282,-0.0012455168015162524,-0.0010324882230223244,-9.226656149499404e-05,-0.00010101747220065318,-0.00011366603807913526,-0.0006380228306714076,-0.00014134776722750527,-9.868717028152328e-05,-0.00010371490850032547,-0.00012847728806193587,-8.239084930037844e-05,-0.000994948434994887,-0.0031581414594888673,0.0,-0.0002429680312692317,0.0,0.0,-0.00031230907610797586,-0.0007181165018492158,-0.00023355917603798128,0.0,-0.0009184263715218713,-0.00017056545623114056
Copper products,MT,8.38478951161,-5.247892499244956e-06,-8.39405013912164e-05,-1.304023912010989e-05,-2.7840527312570647e-06,-5.604417067094675e-06,-7.87275855778335e-06,-0.0001423278717302104,-9.685540990223721e-05,-6.243418086636018e-06,-3.3549227354894714e-06,-3.0088093599136373e-05,-7.760384841682243e-05,-2.994899404749711e-05,0.0,-0.00039448274780821507,-4.8601504139095746e-06,-3.0439456123433492e-05,-0.0003968727773216375,0.0,-0.049528096526690255,-6.656052770955426e-05,-9.390728806138572e-06,-6.127756399386911e-06,-1.5737020715201915e-05,-1.026871161982185e-05,-5.076923502314853e-06,-2.526501228989357e-05,-2.2057140803551675e-05,-2.5412068857753657e-06,-1.2768576806689197e-06,-1.505662538892106e-06,-2.4216919976256127e-06,-1.7241350255823987e-06,-1.7822230971017732e-06,-7.639178295337742e-07,-1.4812817352101449e-06,-8.09427913684256e-07,-2.1830707940700083e-05,-0.00012196954544651047,0.0,-3.3502683962904405e-06,0.0,0.0,-5.383848513716564e-06,-9.669795248592816e-06,-4.141451699498061e-06,0.0,-1.827444185823754e-05,-4.382897244636566e-06
Copper products,MX,7762.6162524,-0.056148598755406336,-0.21085996438535412,-0.16312714802537182,-0.009127205343089303,-0.023787575742342696,-0.10644159525489605,-0.039997882101731726,-0.03513298384246717,-0.12595562471348243,-0.03878824282484306,-0.07418048365337102,-0.06361322542434361,-0.02466780112238009,0.0,-0.07694590642916452,-0.12154329572392805,-0.02377183282297155,-0.06882882673642025,0.0,-0.027786492915044106,-0.05149346790735199,-0.03435619521951605,-0.035591958239747465,-0.021452207264678985,-0.02988604139947971,-0.07021569286528971,-0.01947628950065017,-0.06672162241277874,-0.20592934211842095,-0.04881634146915309,-0.03232217902146732,-0.1178395323769728,-0.07358742973347385,-0.06130286561236825,-0.006111934534736364,-10.000122270669786,-0.0019000409765117634,-0.040764064614234076,-0.03305013913362071,0.0,-0.2260137907678894,0.0,0.0,-0.05063246794910929,-0.06997366875132448,-0.7894831095062098,0.0,-0.009451990003229301,-0.004957540877822999
Copper products,NL,2370.96676435,-0.08784401240641175,-1.4813756219561383,-0.45817612660361795,-0.004325122685677604,-0.032979801452432,-0.22740237832221816,-0.12131245931628344,-0.04588326670907055,-0.10930897961294309,-0.08226966153611738,-0.21152849740304452,-0.06670867475142353,-0.032302946034132675,0.0,-0.09648514556445588,-0.22030696933543525,-0.029536503219429404,-0.10613089285439457,0.0,-0.015617391123195604,-8.415725413216101,-0.04481891525694179,-0.024815777203335887,-0.02762916281893566,-0.14487121401454503,-0.10048092838117424,-0.026159726510059805,-0.08511996922728597,-0.00712299307265353,-0.009047431884792921,-0.005714662456281563,-0.042430417997790675,-0.006722230568795141,-0.021762699944311837,-0.0018468170378190618,-0.018074511881857446,-0.00156635977897111,-0.12936083983676805,-0.02693637214908735,0.0,-0.18099693633595096,0.0,0.0,-0.014434030897237464,-0.05168880986355257,-0.3124579065731326,0.0,-0.00948341901959002,-0.0031185066403244836
Copper products,NO,640.271879395,-0.020666043715867763,-0.08833871167285244,-0.11300979074919058,-0.0007938212842927125,-0.006158726782847134,-0.05449575089790789,-0.7091338353129415,-0.025165948003377955,-0.012249446818655477,-0.05291890691626669,-0.05717769860675466,-0.010280930874599548,-0.004187187035050793,0.0,-0.010763565749695734,-0.05649151969779575,-0.015675303610644082,-0.01067272014150864,0.0,-0.0027917393338402897,-0.030219521341980495,-0.01428033499012971,-0.004054010678829309,-0.0044415058274539735,-0.22533495719490493,-0.009877405969365113,-0.007210473047881794,-0.026769291766106314,-0.0030312860349749173,-0.001987949149815911,-0.0007375616190490831,-0.0753138411638306,-0.001475645899471406,-0.00806192426845948,-0.00024213245928184782,-0.002905847259254847,-0.00017351078082483736,-0.012036838776533191,-0.004414987681782591,0.0,-0.012410094605418887,0.0,0.0,-0.0022412221008141376,-0.003940474635539403,-0.09812068438036754,0.0,-0.0006672604904342815,-0.0002732539245670071
Copper products,PL,1606.47273409,-0.10669679121323132,-0.3967519781546344,-0.6848077340731564,-0.012482565411756618,-0.1750318672695575,-0.2713706671556685,-0.13621560081480436,-0.29778389948317247,-0.1264420635219779,-0.06040570275152592,-0.1283855762105207,-0.07925887259030658,-0.08691802536756012,0.0,-0.05009600787428444,-0.29294710220911785,-0.14686472393184055,-0.0796911636960339,0.0,-0.01902759470402756,-0.08174758257469843,-14.881036190112747,-0.02957880196538236,-0.1023664739159728,-0.14455898180387064,-0.24631938738417583,-0.14912619362287857,-0.04538454202505587,-0.004416848707484823,-0.007055094354917442,-0.008733176473764094,-0.010565613331285724,-0.010796058195597254,-0.014496376445839601,-0.0019883087766569313,-0.005059749188307734,-0.0008624552331262127,-0.014261829551404821,-0.032130737367636636,0.0,-0.05035205087874823,0.0,0.0,-0.012091351856281709,-0.05103633848373627,-0.2585686411210867,0.0,-0.004889980911045265,-0.002867505376911793
Copper products,PT,314.62833477,-0.020345974543812,-0.12735623672219024,-0.07645103251652677,-0.0009347438606610431,-0.003892884159585691,-0.026673832108288942,-0.006415053778370304,-0.003031610049785441,-0.33444708125811645,-0.00587309310582845,-0.05557122556021611,-0.024299727862655798,-0.0032072673694944227,0.0,-0.006986447924011472,-0.11958918067799142,-0.002870081410943185,-0.010407303643026626,0.0,-0.002764306442695939,-0.01138791872454188,-0.019688726480411735,-1.4786940575879883,-0.0027754062162504414,-0.005637818215740669,-0.007865366864962668,-0.0043582346136008645,-0.006394326994732344,-0.0007051120464650472,-0.0007605116367256861,-0.0005024153452036078,-0.0020764220471753835,-0.000631529304180108,-0.00411798811101314,-0.0001671609008273254,-0.000854597848630187,-9.285075017868288e-05,-0.0013681000246176553,-0.003129694329600947,0.0,-0.0056960770564203405,0.0,0.0,-0.0011449383972872936,-0.002675009923148209,-0.18609661699893015,0.0,-0.0011501818112637629,-0.00029026421956241256
Copper products,RO,1890.2920371,-0.010449696938689036,-0.1562616568031315,-0.06765844563865143,-0.001406522405320424,-0.006929056616871109,-0.013240722356972112,-0.006689843213535563,-0.009726792601547797,-0.01401426508646992,-0.00352372823297582,-0.013611762072209634,-0.04916066192085051,-0.014652562834594084,0.0,-0.007833007252503528,-0.06530808764882017,-0.005876084397743328,-0.012783092732975286,0.0,-0.019367962315421542,-0.007812637652266226,-0.00886430963557227,-0.004719577891604254,-3.717099636775947,-0.0036858970819322154,-0.009327925334919272,-0.009407015664576183,-0.005419093294802101,-0.0005271101238409527,-0.0012282400882456007,-0.001144992698709999,-0.0012391458644542574,-0.00217756060325789,-0.001952582371764918,-0.0007904200211373769,-0.0008483250879493082,-0.00016878227632958904,-0.001515453120548585,-0.009477479737325493,0.0,-0.0029117652117887213,0.0,0.0,-0.0014257778251729322,-0.004419535303900834,-0.012761545301384444,0.0,-0.0009333136784672862,-0.000609233056769284
Copper products,RU,10959.7511128,-0.00854520710534576,-0.01451049917167731,-0.020362307037537497,-0.02839571752948651,-0.014386204538374917,-0.012195649099181053,-0.01208354903318513,-0.08259155314438035,-0.013227713082472092,-0.020541610012352617,-0.00984589182071689,-0.021491575750446242,-0.01865075482474475,0.0,-0.023902849396749658,-0.014118107085738539,-0.08002929311712642,-0.015170556437543161,0.0,-0.030174003946609795,-0.009812734959509158,-0.01988557669355102,-0.005115701082809019,-0.01047322355900698,-0.006078631576693969,-0.01577208378335167,-0.021611450886242747,-0.007997542013226167,-0.001535115249053768,-0.004260246009476894,-0.0033071568707246047,-0.003699306978372952,-0.006170402027249113,-0.004183943893258662,-0.0013518629499830721,-0.00215393139783065,-0.00013331515597893895,-0.01051721085811306,-0.011700497859317545,0.0,-0.013838763336045648,0.0,0.0,-0.005379452436289457,-0.044638880659341185,-0.01806679083365389,0.0,-0.0030157895812573227,-0.0012048800316410517
Copper products,SE,6033.99082444,-0.04532402274939556,-0.15175883860810352,-0.12028701149644114,-0.002741836088439517,-0.014196115313617984,-0.0717802063037292,-0.3348871648022402,-0.10834712052661385,-0.02644202404179136,-0.21650273587196603,-0.06343356958114817,-0.03967329468913142,-0.010982553612902514,0.0,-0.042120682183601356,-0.15090580100301118,-0.03449674327241036,-0.02601118120183183,0.0,-0.013811858977436255,-0.09519984433134554,-0.033028188114997706,-0.012231179077955531,-0.016398314005141957,-3.3411461325241865,-0.022063971602294705,-0.017772108205341915,-0.04936048206777798,-0.0057188947068419265,-0.0044605567722519925,-0.001971971837339608,-0.01843426688618276,-0.0025847671650728256,-0.03364334543586014,-0.0006806778852122443,-0.0029124704156734825,-0.0004805392275566504,-0.021964758969286693,-0.011259538950660158,0.0,-0.01680786048595616,0.0,0.0,-0.004718781431316018,-0.011833581732499215,-0.17032685470171466,0.0,-0.0017940146402004717,-0.0007164199433482476
Copper products,SI,233.173091421,-0.007532932280908036,-0.010654229220955335,-0.012821638608043771,-0.00011012573939260696,-0.0013813225873601086,-0.00487809549926466,-0.0016845025768422736,-0.0012144303510915728,-0.0023082667317123767,-0.001370267429048565,-0.0023692087269139507,-0.012453689552062282,-0.21759581418041885,0.0,-0.0019641202827093023,-0.03234930088470456,-0.0012903427546173065,-0.0024423503074293765,0.0,-0.0013137727198619616,-0.001984579349810681,-0.001954908053087803,-0.0008682657414876869,-0.0011908082823090466,-0.001185027466097512,-1.93597702901086,-0.004317738257663285,-0.0009706511551020297,-0.00015316843253198657,-0.00014914701093470215,-0.00013112500712881466,-0.0010669061558506582,-0.00011877356180295849,-0.00026121168726119285,-5.455477907833132e-05,-0.0017748307885612955,-6.027340859219034e-05,-0.0005652424551308914,-0.00109443550859154,0.0,-0.0033286766525552486,0.0,0.0,-0.0003052303554796037,-0.0005686676976741835,-0.005057083831127673,0.0,-0.00016277858216274185,-8.396941092027679e-05
Copper products,SK,2016.62965054,-0.027754613800735014,-0.0262550621100549,-0.03294447353877894,-0.0006389164069051928,-0.044872040667536785,-0.016518466137476182,-0.036904925198880265,-0.008941939889939158,-0.00988391807308413,-0.01920343361554784,-0.01567540102171178,-0.023750097449709847,-0.02686153569269343,0.0,-0.005629755918099075,-0.06321366999837838,-0.006071638255554343,-0.005368536533383707,0.0,-0.006008138387745163,-0.006174541626061458,-0.016245366133181595,-0.01943307054439737,-0.006997144923093837,-0.047369076566704894,-0.044688938745954865,-1.081933207089424,-0.003402975174733241,-0.0006657235454053856,-0.0009223412423430683,-0.0004905076174048127,-0.0072808940436525525,-0.0009265999022154721,-0.000980324953690377,-0.00024357032307713693,-0.0020109029871274416,-7.706954644818607e-05,-0.0008616635845255972,-0.003764838892735073,0.0,-0.0031894906900062094,0.0,0.0,-0.0009158560709950786,-0.0026549604531351835,-0.01764114472498263,0.0,-0.0007650345842757072,-0.00022075239568929402
Copper products,TR,1627.89721251,-0.044105340800609995,-0.23224409725084058,-3.8284054671360708,-0.010749038434062374,-0.021328520619950976,-0.053389440286335306,-0.01994557429450623,-0.029229799594710837,-0.2125055759204242,-0.014472945836136189,-0.13048612841250914,-0.1850635029741834,-0.05899717845699574,0.0,-0.020134920122697096,-0.20856314170936135,-0.026506986429740104,-0.030260779996935844,0.0,-0.013527771284565726,-0.025839908908433164,-0.09454542165662067,-0.015716315155022108,-0.03718025259372012,-0.01414170338739869,-0.04121137505408383,-0.01751533356961557,-0.033388053607190576,-0.004510284410779269,-0.024504817522009118,-0.0033479548864456896,-0.00941691834440864,-0.014489198964862228,-0.014878788212430303,-0.0013103107835031704,-0.004492225936714626,-0.0005633047776448043,-0.020702344154625192,-0.01056460710714591,0.0,-0.09682536535083375,0.0,0.0,-0.0121628039666621,-0.011816513399001348,-0.3609932315374394,0.0,-0.004209521127927991,-0.0030912988052252924
