Shock_Industry,Shock_Country,Has_Shock_Label,Has_Solar_Label
Copper ores and concentrates,"('CN', 'Ash for treatment, Re-processing of ash into clinker')",False,False
Copper ores and concentrates,"('CN', 'Other non-metallic mineral products')",False,False
Copper ores and concentrates,"('CN', 'Basic iron and steel and of ferro-alloys and first products thereof')",False,False
Copper ores and concentrates,"('CN', 'Secondary steel for treatment, Re-processing of secondary steel into new steel')",False,False
Copper ores and concentrates,"('CN', 'Precious metals')",False,False
Copper ores and concentrates,"('CN', 'Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals')",False,False
Copper ores and concentrates,"('CN', 'Aluminium and aluminium products')",False,False
Copper ores and concentrates,"('CN', 'Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium')",False,False
Copper ores and concentrates,"('CN', 'Lead, zinc and tin and products thereof')",False,False
Copper ores and concentrates,"('CN', 'Secondary lead for treatment, Re-processing of secondary lead into new lead')",False,False
Copper ores and concentrates,"('CN', 'Copper products')",False,False
Copper ores and concentrates,"('CN', 'Secondary copper for treatment, Re-processing of secondary copper into new copper')",False,False
Copper ores and concentrates,"('CN', 'Other non-ferrous metal products')",False,False
Copper ores and concentrates,"('CN', 'Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",False,False
Copper ores and concentrates,"('CN', 'Foundry work services')",False,False
Copper ores and concentrates,"('CN', 'Fabricated metal products, except machinery and equipment (28)')",False,False
Copper ores and concentrates,"('CN', 'Machinery and equipment n.e.c. (29)')",False,False
Copper ores and concentrates,"('CN', 'Office machinery and computers (30)')",False,False
Copper ores and concentrates,"('CN', 'Electrical machinery and apparatus n.e.c. (31)')",False,False
Copper ores and concentrates,"('CN', 'Radio, television and communication equipment and apparatus (32)')",False,False
Copper ores and concentrates,"('CN', 'Medical, precision and optical instruments, watches and clocks (33)')",False,False
Copper ores and concentrates,"('CN', 'Motor vehicles, trailers and semi-trailers (34)')",False,False
Copper ores and concentrates,"('CN', 'Other transport equipment (35)')",False,False
Copper ores and concentrates,"('CN', 'Furniture; other manufactured goods n.e.c. (36)')",False,False
Copper ores and concentrates,"('CN', 'Secondary raw materials')",False,False
Copper ores and concentrates,"('CN', 'Bottles for treatment, Recycling of bottles by direct reuse')",False,False
Copper ores and concentrates,"('CN', 'Electricity by coal')",False,False
Copper ores and concentrates,"('CN', 'Electricity by gas')",False,False
Copper ores and concentrates,"('CN', 'Electricity by nuclear')",False,False
Copper ores and concentrates,"('CN', 'Electricity by hydro')",False,False
Copper ores and concentrates,"('CN', 'Electricity by wind')",False,False
Copper ores and concentrates,"('CN', 'Electricity by petroleum and other oil derivatives')",False,False
Copper ores and concentrates,"('CN', 'Electricity by biomass and waste')",False,False
Copper ores and concentrates,"('CN', 'Electricity by solar photovoltaic')",False,False
Copper ores and concentrates,"('CN', 'Electricity by solar thermal')",False,False
Copper ores and concentrates,"('CN', 'Electricity by tide, wave, ocean')",False,False
Copper ores and concentrates,"('CN', 'Electricity by Geothermal')",False,False
Copper ores and concentrates,"('CN', 'Electricity nec')",False,False
Copper ores and concentrates,"('CN', 'Transmission services of electricity')",False,False
Copper ores and concentrates,"('CN', 'Distribution and trade services of electricity')",False,False
Copper ores and concentrates,"('CN', 'Coke oven gas')",False,False
Copper ores and concentrates,"('CN', 'Blast Furnace Gas')",False,False
Copper ores and concentrates,"('CN', 'Oxygen Steel Furnace Gas')",False,False
Copper ores and concentrates,"('CN', 'Gas Works Gas')",False,False
Copper ores and concentrates,"('CN', 'Biogas')",False,False
Copper ores and concentrates,"('CN', 'Distribution services of gaseous fuels through mains')",False,False
Copper ores and concentrates,"('CN', 'Steam and hot water supply services')",False,False
Copper ores and concentrates,"('CN', 'Collected and purified water, distribution services of water (41)')",False,False
Copper ores and concentrates,"('CN', 'Construction work (45)')",False,False
Copper ores and concentrates,"('CN', 'Secondary construction material for treatment, Re-processing of secondary construction material into aggregates')",False,False
Copper ores and concentrates,"('CN', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",False,False
Copper ores and concentrates,"('CN', 'Retail trade services of motor fuel')",False,False
Copper ores and concentrates,"('CN', 'Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)')",False,False
Copper ores and concentrates,"('CN', 'Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)')",False,False
Copper ores and concentrates,"('CN', 'Hotel and restaurant services (55)')",False,False
Copper ores and concentrates,"('CN', 'Railway transportation services')",False,False
Copper ores and concentrates,"('CN', 'Other land transportation services')",False,False
Copper ores and concentrates,"('CN', 'Transportation services via pipelines')",False,False
Copper ores and concentrates,"('CN', 'Sea and coastal water transportation services')",False,False
Copper ores and concentrates,"('CN', 'Inland water transportation services')",False,False
Copper ores and concentrates,"('CN', 'Air transport services (62)')",False,False
Copper ores and concentrates,"('CN', 'Supporting and auxiliary transport services; travel agency services (63)')",False,False
Copper ores and concentrates,"('CN', 'Post and telecommunication services (64)')",False,False
Copper ores and concentrates,"('CN', 'Financial intermediation services, except insurance and pension funding services (65)')",False,False
Copper ores and concentrates,"('CN', 'Insurance and pension funding services, except compulsory social security services (66)')",False,False
Copper ores and concentrates,"('CN', 'Services auxiliary to financial intermediation (67)')",False,False
Copper ores and concentrates,"('CN', 'Real estate services (70)')",False,False
Copper ores and concentrates,"('CN', 'Renting services of machinery and equipment without operator and of personal and household goods (71)')",False,False
Copper ores and concentrates,"('CN', 'Computer and related services (72)')",False,False
Copper ores and concentrates,"('CN', 'Research and development services (73)')",False,False
Copper ores and concentrates,"('CN', 'Other business services (74)')",False,False
Copper ores and concentrates,"('CN', 'Public administration and defence services; compulsory social security services (75)')",False,False
Copper ores and concentrates,"('CN', 'Education services (80)')",False,False
Copper ores and concentrates,"('CN', 'Health and social work services (85)')",False,False
Copper ores and concentrates,"('CN', 'Food waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CN', 'Paper waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CN', 'Plastic waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CN', 'Intert/metal waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CN', 'Textiles waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CN', 'Wood waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CN', 'Oil/hazardous waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CN', 'Food waste for treatment: biogasification and land application')",False,False
Copper ores and concentrates,"('CN', 'Paper waste for treatment: biogasification and land application')",False,False
Copper ores and concentrates,"('CN', 'Sewage sludge for treatment: biogasification and land application')",False,False
Copper ores and concentrates,"('CN', 'Food waste for treatment: composting and land application')",False,False
Copper ores and concentrates,"('CN', 'Paper and wood waste for treatment: composting and land application')",False,False
Copper ores and concentrates,"('CN', 'Food waste for treatment: waste water treatment')",False,False
Copper ores and concentrates,"('CN', 'Other waste for treatment: waste water treatment')",False,False
Copper ores and concentrates,"('CN', 'Food waste for treatment: landfill')",False,False
Copper ores and concentrates,"('CN', 'Paper for treatment: landfill')",False,False
Copper ores and concentrates,"('CN', 'Plastic waste for treatment: landfill')",False,False
Copper ores and concentrates,"('CN', 'Inert/metal/hazardous waste for treatment: landfill')",False,False
Copper ores and concentrates,"('CN', 'Textiles waste for treatment: landfill')",False,False
Copper ores and concentrates,"('CN', 'Wood waste for treatment: landfill')",False,False
Copper ores and concentrates,"('CN', 'Membership organisation services n.e.c. (91)')",False,False
Copper ores and concentrates,"('CN', 'Recreational, cultural and sporting services (92)')",False,False
Copper ores and concentrates,"('CN', 'Other services (93)')",False,False
Copper ores and concentrates,"('CN', 'Private households with employed persons (95)')",False,False
Copper ores and concentrates,"('CN', 'Extra-territorial organizations and bodies')",False,False
Copper ores and concentrates,"('CA', 'Paddy rice')",False,False
Copper ores and concentrates,"('CA', 'Wheat')",False,False
Copper ores and concentrates,"('CA', 'Cereal grains nec')",False,False
Copper ores and concentrates,"('CA', 'Vegetables, fruit, nuts')",False,False
Copper ores and concentrates,"('CA', 'Oil seeds')",False,False
Copper ores and concentrates,"('CA', 'Sugar cane, sugar beet')",False,False
Copper ores and concentrates,"('CA', 'Plant-based fibers')",False,False
Copper ores and concentrates,"('CA', 'Crops nec')",False,False
Copper ores and concentrates,"('CA', 'Cattle')",False,False
Copper ores and concentrates,"('CA', 'Pigs')",False,False
Copper ores and concentrates,"('CA', 'Poultry')",False,False
Copper ores and concentrates,"('CA', 'Meat animals nec')",False,False
Copper ores and concentrates,"('CA', 'Animal products nec')",False,False
Copper ores and concentrates,"('CA', 'Raw milk')",False,False
Copper ores and concentrates,"('CA', 'Wool, silk-worm cocoons')",False,False
Copper ores and concentrates,"('CA', 'Manure (conventional treatment)')",False,False
Copper ores and concentrates,"('CA', 'Manure (biogas treatment)')",False,False
Copper ores and concentrates,"('CA', 'Products of forestry, logging and related services (02)')",False,False
Copper ores and concentrates,"('CA', 'Fish and other fishing products; services incidental of fishing (05)')",False,False
Copper ores and concentrates,"('CA', 'Anthracite')",False,False
Copper ores and concentrates,"('CA', 'Coking Coal')",False,False
Copper ores and concentrates,"('CA', 'Other Bituminous Coal')",False,False
Copper ores and concentrates,"('CA', 'Sub-Bituminous Coal')",False,False
Copper ores and concentrates,"('CA', 'Patent Fuel')",False,False
Copper ores and concentrates,"('CA', 'Lignite/Brown Coal')",False,False
Copper ores and concentrates,"('CA', 'BKB/Peat Briquettes')",False,False
Copper ores and concentrates,"('CA', 'Peat')",False,False
Copper ores and concentrates,"('CA', 'Crude petroleum and services related to crude oil extraction, excluding surveying')",False,False
Copper ores and concentrates,"('CA', 'Natural gas and services related to natural gas extraction, excluding surveying')",False,False
Copper ores and concentrates,"('CA', 'Natural Gas Liquids')",False,False
Copper ores and concentrates,"('CA', 'Other Hydrocarbons')",False,False
Copper ores and concentrates,"('CA', 'Uranium and thorium ores (12)')",False,False
Copper ores and concentrates,"('CA', 'Iron ores')",False,False
Copper ores and concentrates,"('CA', 'Copper ores and concentrates')",False,False
Copper ores and concentrates,"('CA', 'Nickel ores and concentrates')",False,False
Copper ores and concentrates,"('CA', 'Aluminium ores and concentrates')",False,False
Copper ores and concentrates,"('CA', 'Precious metal ores and concentrates')",False,False
Copper ores and concentrates,"('CA', 'Lead, zinc and tin ores and concentrates')",False,False
Copper ores and concentrates,"('CA', 'Other non-ferrous metal ores and concentrates')",False,False
Copper ores and concentrates,"('CA', 'Stone')",False,False
Copper ores and concentrates,"('CA', 'Sand and clay')",False,False
Copper ores and concentrates,"('CA', 'Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.')",False,False
Copper ores and concentrates,"('CA', 'Products of meat cattle')",False,False
Copper ores and concentrates,"('CA', 'Products of meat pigs')",False,False
Copper ores and concentrates,"('CA', 'Products of meat poultry')",False,False
Copper ores and concentrates,"('CA', 'Meat products nec')",False,False
Copper ores and concentrates,"('CA', 'products of Vegetable oils and fats')",False,False
Copper ores and concentrates,"('CA', 'Dairy products')",False,False
Copper ores and concentrates,"('CA', 'Processed rice')",False,False
Copper ores and concentrates,"('CA', 'Sugar')",False,False
Copper ores and concentrates,"('CA', 'Food products nec')",False,False
Copper ores and concentrates,"('CA', 'Beverages')",False,False
Copper ores and concentrates,"('CA', 'Fish products')",False,False
Copper ores and concentrates,"('CA', 'Tobacco products (16)')",False,False
Copper ores and concentrates,"('CA', 'Textiles (17)')",False,False
Copper ores and concentrates,"('CA', 'Wearing apparel; furs (18)')",False,False
Copper ores and concentrates,"('CA', 'Leather and leather products (19)')",False,False
Copper ores and concentrates,"('CA', 'Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)')",False,False
Copper ores and concentrates,"('CA', 'Wood material for treatment, Re-processing of secondary wood material into new wood material')",False,False
Copper ores and concentrates,"('CA', 'Pulp')",False,False
Copper ores and concentrates,"('CA', 'Secondary paper for treatment, Re-processing of secondary paper into new pulp')",False,False
Copper ores and concentrates,"('CA', 'Paper and paper products')",False,False
Copper ores and concentrates,"('CA', 'Printed matter and recorded media (22)')",False,False
Copper ores and concentrates,"('CA', 'Coke Oven Coke')",False,False
Copper ores and concentrates,"('CA', 'Gas Coke')",False,False
Copper ores and concentrates,"('CA', 'Coal Tar')",False,False
Copper ores and concentrates,"('CA', 'Motor Gasoline')",False,False
Copper ores and concentrates,"('CA', 'Aviation Gasoline')",False,False
Copper ores and concentrates,"('CA', 'Gasoline Type Jet Fuel')",False,False
Copper ores and concentrates,"('CA', 'Kerosene Type Jet Fuel')",False,False
Copper ores and concentrates,"('CA', 'Kerosene')",False,False
Copper ores and concentrates,"('CA', 'Gas/Diesel Oil')",False,False
Copper ores and concentrates,"('CA', 'Heavy Fuel Oil')",False,False
Copper ores and concentrates,"('CA', 'Refinery Gas')",False,False
Copper ores and concentrates,"('CA', 'Liquefied Petroleum Gases (LPG)')",False,False
Copper ores and concentrates,"('CA', 'Refinery Feedstocks')",False,False
Copper ores and concentrates,"('CA', 'Ethane')",False,False
Copper ores and concentrates,"('CA', 'Naphtha')",False,False
Copper ores and concentrates,"('CA', 'White Spirit & SBP')",False,False
Copper ores and concentrates,"('CA', 'Lubricants')",False,False
Copper ores and concentrates,"('CA', 'Bitumen')",False,False
Copper ores and concentrates,"('CA', 'Paraffin Waxes')",False,False
Copper ores and concentrates,"('CA', 'Petroleum Coke')",False,False
Copper ores and concentrates,"('CA', 'Non-specified Petroleum Products')",False,False
Copper ores and concentrates,"('CA', 'Nuclear fuel')",False,False
Copper ores and concentrates,"('CA', 'Plastics, basic')",False,False
Copper ores and concentrates,"('CA', 'Secondary plastic for treatment, Re-processing of secondary plastic into new plastic')",False,False
Copper ores and concentrates,"('CA', 'N-fertiliser')",False,False
Copper ores and concentrates,"('CA', 'P- and other fertiliser')",False,False
Copper ores and concentrates,"('CA', 'Chemicals nec')",False,False
Copper ores and concentrates,"('CA', 'Charcoal')",False,False
Copper ores and concentrates,"('CA', 'Additives/Blending Components')",False,False
Copper ores and concentrates,"('CA', 'Biogasoline')",False,False
Copper ores and concentrates,"('CA', 'Biodiesels')",False,False
Copper ores and concentrates,"('CA', 'Other Liquid Biofuels')",False,False
Copper ores and concentrates,"('CA', 'Rubber and plastic products (25)')",False,False
Copper ores and concentrates,"('CA', 'Glass and glass products')",False,False
Copper ores and concentrates,"('CA', 'Secondary glass for treatment, Re-processing of secondary glass into new glass')",False,False
Copper ores and concentrates,"('CA', 'Ceramic goods')",False,False
Copper ores and concentrates,"('CA', 'Bricks, tiles and construction products, in baked clay')",False,False
Copper ores and concentrates,"('CA', 'Cement, lime and plaster')",False,False
Copper ores and concentrates,"('CA', 'Ash for treatment, Re-processing of ash into clinker')",False,False
Copper ores and concentrates,"('CA', 'Other non-metallic mineral products')",False,False
Copper ores and concentrates,"('CA', 'Basic iron and steel and of ferro-alloys and first products thereof')",False,False
Copper ores and concentrates,"('CA', 'Secondary steel for treatment, Re-processing of secondary steel into new steel')",False,False
Copper ores and concentrates,"('CA', 'Precious metals')",False,False
Copper ores and concentrates,"('CA', 'Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals')",False,False
Copper ores and concentrates,"('CA', 'Aluminium and aluminium products')",False,False
Copper ores and concentrates,"('CA', 'Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium')",False,False
Copper ores and concentrates,"('CA', 'Lead, zinc and tin and products thereof')",False,False
Copper ores and concentrates,"('CA', 'Secondary lead for treatment, Re-processing of secondary lead into new lead')",False,False
Copper ores and concentrates,"('CA', 'Copper products')",False,False
Copper ores and concentrates,"('CA', 'Secondary copper for treatment, Re-processing of secondary copper into new copper')",False,False
Copper ores and concentrates,"('CA', 'Other non-ferrous metal products')",False,False
Copper ores and concentrates,"('CA', 'Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals')",False,False
Copper ores and concentrates,"('CA', 'Foundry work services')",False,False
Copper ores and concentrates,"('CA', 'Fabricated metal products, except machinery and equipment (28)')",False,False
Copper ores and concentrates,"('CA', 'Machinery and equipment n.e.c. (29)')",False,False
Copper ores and concentrates,"('CA', 'Office machinery and computers (30)')",False,False
Copper ores and concentrates,"('CA', 'Electrical machinery and apparatus n.e.c. (31)')",False,False
Copper ores and concentrates,"('CA', 'Radio, television and communication equipment and apparatus (32)')",False,False
Copper ores and concentrates,"('CA', 'Medical, precision and optical instruments, watches and clocks (33)')",False,False
Copper ores and concentrates,"('CA', 'Motor vehicles, trailers and semi-trailers (34)')",False,False
Copper ores and concentrates,"('CA', 'Other transport equipment (35)')",False,False
Copper ores and concentrates,"('CA', 'Furniture; other manufactured goods n.e.c. (36)')",False,False
Copper ores and concentrates,"('CA', 'Secondary raw materials')",False,False
Copper ores and concentrates,"('CA', 'Bottles for treatment, Recycling of bottles by direct reuse')",False,False
Copper ores and concentrates,"('CA', 'Electricity by coal')",False,False
Copper ores and concentrates,"('CA', 'Electricity by gas')",False,False
Copper ores and concentrates,"('CA', 'Electricity by nuclear')",False,False
Copper ores and concentrates,"('CA', 'Electricity by hydro')",False,False
Copper ores and concentrates,"('CA', 'Electricity by wind')",False,False
Copper ores and concentrates,"('CA', 'Electricity by petroleum and other oil derivatives')",False,False
Copper ores and concentrates,"('CA', 'Electricity by biomass and waste')",False,False
Copper ores and concentrates,"('CA', 'Electricity by solar photovoltaic')",False,False
Copper ores and concentrates,"('CA', 'Electricity by solar thermal')",False,False
Copper ores and concentrates,"('CA', 'Electricity by tide, wave, ocean')",False,False
Copper ores and concentrates,"('CA', 'Electricity by Geothermal')",False,False
Copper ores and concentrates,"('CA', 'Electricity nec')",False,False
Copper ores and concentrates,"('CA', 'Transmission services of electricity')",False,False
Copper ores and concentrates,"('CA', 'Distribution and trade services of electricity')",False,False
Copper ores and concentrates,"('CA', 'Coke oven gas')",False,False
Copper ores and concentrates,"('CA', 'Blast Furnace Gas')",False,False
Copper ores and concentrates,"('CA', 'Oxygen Steel Furnace Gas')",False,False
Copper ores and concentrates,"('CA', 'Gas Works Gas')",False,False
Copper ores and concentrates,"('CA', 'Biogas')",False,False
Copper ores and concentrates,"('CA', 'Distribution services of gaseous fuels through mains')",False,False
Copper ores and concentrates,"('CA', 'Steam and hot water supply services')",False,False
Copper ores and concentrates,"('CA', 'Collected and purified water, distribution services of water (41)')",False,False
Copper ores and concentrates,"('CA', 'Construction work (45)')",False,False
Copper ores and concentrates,"('CA', 'Secondary construction material for treatment, Re-processing of secondary construction material into aggregates')",False,False
Copper ores and concentrates,"('CA', 'Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries')",False,False
Copper ores and concentrates,"('CA', 'Retail trade services of motor fuel')",False,False
Copper ores and concentrates,"('CA', 'Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)')",False,False
Copper ores and concentrates,"('CA', 'Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)')",False,False
Copper ores and concentrates,"('CA', 'Hotel and restaurant services (55)')",False,False
Copper ores and concentrates,"('CA', 'Railway transportation services')",False,False
Copper ores and concentrates,"('CA', 'Other land transportation services')",False,False
Copper ores and concentrates,"('CA', 'Transportation services via pipelines')",False,False
Copper ores and concentrates,"('CA', 'Sea and coastal water transportation services')",False,False
Copper ores and concentrates,"('CA', 'Inland water transportation services')",False,False
Copper ores and concentrates,"('CA', 'Air transport services (62)')",False,False
Copper ores and concentrates,"('CA', 'Supporting and auxiliary transport services; travel agency services (63)')",False,False
Copper ores and concentrates,"('CA', 'Post and telecommunication services (64)')",False,False
Copper ores and concentrates,"('CA', 'Financial intermediation services, except insurance and pension funding services (65)')",False,False
Copper ores and concentrates,"('CA', 'Insurance and pension funding services, except compulsory social security services (66)')",False,False
Copper ores and concentrates,"('CA', 'Services auxiliary to financial intermediation (67)')",False,False
Copper ores and concentrates,"('CA', 'Real estate services (70)')",False,False
Copper ores and concentrates,"('CA', 'Renting services of machinery and equipment without operator and of personal and household goods (71)')",False,False
Copper ores and concentrates,"('CA', 'Computer and related services (72)')",False,False
Copper ores and concentrates,"('CA', 'Research and development services (73)')",False,False
Copper ores and concentrates,"('CA', 'Other business services (74)')",False,False
Copper ores and concentrates,"('CA', 'Public administration and defence services; compulsory social security services (75)')",False,False
Copper ores and concentrates,"('CA', 'Education services (80)')",False,False
Copper ores and concentrates,"('CA', 'Health and social work services (85)')",False,False
Copper ores and concentrates,"('CA', 'Food waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CA', 'Paper waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CA', 'Plastic waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CA', 'Intert/metal waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CA', 'Textiles waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CA', 'Wood waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CA', 'Oil/hazardous waste for treatment: incineration')",False,False
Copper ores and concentrates,"('CA', 'Food waste for treatment: biogasification and land application')",False,False
Copper ores and concentrates,"('CA', 'Paper waste for treatment: biogasification and land application')",False,False
Copper ores and concentrates,"('CA', 'Sewage sludge for treatment: biogasification and land application')",False,False
Copper ores and concentrates,"('CA', 'Food waste for treatment: composting and land application')",False,False
Copper ores and concentrates,"('CA', 'Paper and wood waste for treatment: composting and land application')",False,False
Copper ores and concentrates,"('CA', 'Food waste for treatment: waste water treatment')",False,False
Copper ores and concentrates,"('CA', 'Other waste for treatment: waste water treatment')",False,False
Copper ores and concentrates,"('CA', 'Food waste for treatment: landfill')",False,False
Copper ores and concentrates,"('CA', 'Paper for treatment: landfill')",False,False
Copper ores and concentrates,"('CA', 'Plastic waste for treatment: landfill')",False,False
Copper ores and concentrates,"('CA', 'Inert/metal/hazardous waste for treatment: landfill')",False,False
Copper ores and concentrates,"('CA', 'Textiles waste for treatment: landfill')",False,False
Copper ores and concentrates,"('CA', 'Wood waste for treatment: landfill')",False,False
Copper ores and concentrates,"('CA', 'Membership organisation services n.e.c. (91)')",False,False
Copper ores and concentrates,"('CA', 'Recreational, cultural and sporting services (92)')",False,False
Copper ores and concentrates,"('CA', 'Other services (93)')",False,False
Copper ores and concentrates,"('CA', 'Private households with employed persons (95)')",False,False
Copper ores and concentrates,"('CA', 'Extra-territorial organizations and bodies')",False,False
Copper ores and concentrates,"('KR', 'Paddy rice')",False,False
Copper ores and concentrates,"('KR', 'Wheat')",False,False
Copper ores and concentrates,"('KR', 'Cereal grains nec')",False,False
Copper ores and concentrates,"('KR', 'Vegetables, fruit, nuts')",False,False
Copper ores and concentrates,"('KR', 'Oil seeds')",False,False
Copper ores and concentrates,"('KR', 'Sugar cane, sugar beet')",False,False
Copper ores and concentrates,"('KR', 'Plant-based fibers')",False,False
Copper ores and concentrates,"('KR', 'Crops nec')",False,False
Copper ores and concentrates,"('KR', 'Cattle')",False,False
Copper ores and concentrates,"('KR', 'Pigs')",False,False
Copper ores and concentrates,"('KR', 'Poultry')",False,False
Copper ores and concentrates,"('KR', 'Meat animals nec')",False,False
Copper ores and concentrates,"('KR', 'Animal products nec')",False,False
Copper ores and concentrates,"('KR', 'Raw milk')",False,False
Copper ores and concentrates,"('KR', 'Wool, silk-worm cocoons')",False,False
Copper ores and concentrates,"('KR', 'Manure (conventional treatment)')",False,False
Copper ores and concentrates,"('KR', 'Manure (biogas treatment)')",False,False
Copper ores and concentrates,"('KR', 'Products of forestry, logging and related services (02)')",False,False
Copper ores and concentrates,"('KR', 'Fish and other fishing products; services incidental of fishing (05)')",False,False
Copper ores and concentrates,"('KR', 'Anthracite')",False,False
Copper ores and concentrates,"('KR', 'Coking Coal')",False,False
Copper ores and concentrates,"('KR', 'Other Bituminous Coal')",False,False
Copper ores and concentrates,"('KR', 'Sub-Bituminous Coal')",False,False
Copper ores and concentrates,"('KR', 'Patent Fuel')",False,False
Copper ores and concentrates,"('KR', 'Lignite/Brown Coal')",False,False
Copper ores and concentrates,"('KR', 'BKB/Peat Briquettes')",False,False
Copper ores and concentrates,"('KR', 'Peat')",False,False
Copper ores and concentrates,"('KR', 'Crude petroleum and services related to crude oil extraction, excluding surveying')",False,False
Copper ores and concentrates,"('KR', 'Natural gas and services related to natural gas extraction, excluding surveying')",False,False
Copper ores and concentrates,"('KR', 'Natural Gas Liquids')",False,False
Copper ores and concentrates,"('KR', 'Other Hydrocarbons')",False,False
Copper ores and concentrates,"('KR', 'Uranium and thorium ores (12)')",False,False
Copper ores and concentrates,"('KR', 'Iron ores')",False,False
Copper ores and concentrates,"('KR', 'Copper ores and concentrates')",False,False
Copper ores and concentrates,"('KR', 'Nickel ores and concentrates')",False,False
Copper ores and concentrates,"('KR', 'Aluminium ores and concentrates')",False,False
Copper ores and concentrates,"('KR', 'Precious metal ores and concentrates')",False,False
Copper ores and concentrates,"('KR', 'Lead, zinc and tin ores and concentrates')",False,False
Copper ores and concentrates,"('KR', 'Other non-ferrous metal ores and concentrates')",False,False
Copper ores and concentrates,"('KR', 'Stone')",False,False
Copper ores and concentrates,"('KR', 'Sand and clay')",False,False
Copper ores and concentrates,"('KR', 'Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.')",False,False
Copper ores and concentrates,"('KR', 'Products of meat cattle')",False,False
Copper ores and concentrates,"('KR', 'Products of meat pigs')",False,False
Copper ores and concentrates,"('KR', 'Products of meat poultry')",False,False
Copper ores and concentrates,"('KR', 'Meat products nec')",False,False
Copper ores and concentrates,"('KR', 'products of Vegetable oils and fats')",False,False
Copper ores and concentrates,"('KR', 'Dairy products')",False,False
Copper ores and concentrates,"('KR', 'Processed rice')",False,False
Copper ores and concentrates,"('KR', 'Sugar')",False,False
Copper ores and concentrates,"('KR', 'Food products nec')",False,False
Copper ores and concentrates,"('KR', 'Beverages')",False,False
Copper ores and concentrates,"('KR', 'Fish products')",False,False
Copper ores and concentrates,"('KR', 'Tobacco products (16)')",False,False
Copper ores and concentrates,"('KR', 'Textiles (17)')",False,False
Copper ores and concentrates,"('KR', 'Wearing apparel; furs (18)')",False,False
Copper ores and concentrates,"('KR', 'Leather and leather products (19)')",False,False
Copper ores and concentrates,"('KR', 'Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)')",False,False
Copper ores and concentrates,"('KR', 'Wood material for treatment, Re-processing of secondary wood material into new wood material')",False,False
Copper ores and concentrates,"('KR', 'Pulp')",False,False
Copper ores and concentrates,"('KR', 'Secondary paper for treatment, Re-processing of secondary paper into new pulp')",False,False
Copper ores and concentrates,"('KR', 'Paper and paper products')",False,False
Copper ores and concentrates,"('KR', 'Printed matter and recorded media (22)')",False,False
Copper ores and concentrates,"('KR', 'Coke Oven Coke')",False,False
Copper ores and concentrates,"('KR', 'Gas Coke')",False,False
Copper ores and concentrates,"('KR', 'Coal Tar')",False,False
Copper ores and concentrates,"('KR', 'Motor Gasoline')",False,False
Copper ores and concentrates,"('KR', 'Aviation Gasoline')",False,False
Copper ores and concentrates,"('KR', 'Gasoline Type Jet Fuel')",False,False
Copper ores and concentrates,"('KR', 'Kerosene Type Jet Fuel')",False,False
Copper ores and concentrates,"('KR', 'Kerosene')",False,False
Copper ores and concentrates,"('KR', 'Gas/Diesel Oil')",False,False
Copper ores and concentrates,"('KR', 'Heavy Fuel Oil')",False,False
Copper ores and concentrates,"('KR', 'Refinery Gas')",False,False
Copper ores and concentrates,"('KR', 'Liquefied Petroleum Gases (LPG)')",False,False
Copper ores and concentrates,"('KR', 'Refinery Feedstocks')",False,False
Copper ores and concentrates,"('KR', 'Ethane')",False,False
Copper ores and concentrates,"('KR', 'Naphtha')",False,False
Copper ores and concentrates,"('KR', 'White Spirit & SBP')",False,False
Copper ores and concentrates,"('KR', 'Lubricants')",False,False
Copper ores and concentrates,"('KR', 'Bitumen')",False,False
